"","revenue_category","subcategory","category","fiscal_year","Categorical.Citywide.Rev","FY_CPI","Adjusted.Categorical.Citywide.Rev"
"604","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2017,13186000,242.6565,16822119
"605","Non-Governmental Grants","Housing","Housing",2017,15816000,242.6565,20177358
"606","Non-Governmental Grants","Health","Health",2017,20373000,242.6565,25990978
"607","Non-Governmental Grants","Libraries","Libraries",2017,0,242.6565,0
"608","Non-Governmental Grants","City University","City University",2017,13891000,242.6565,17721527
"609","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2017,557638000,242.6565,711410057
"610","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2017,59058000,242.6565,75343601
"611","Charges for Services","General Government Charges","General Government Charges",2017,1032731000,242.6565,1317512830
"612","Charges for Services","Water and Sewer","Water and Sewer",2017,1385446000,242.6565,1767491128
"613","Charges for Services","Housing","Housing",2017,40384000,242.6565,51520133
"614","Charges for Services","Rental Income","Rental Income",2017,252867000,242.6565,322596607
"615","Investment Income","Investment Income","Investment Income",2017,73125000,242.6565,93289662
"616","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2017,102915000,242.6565,131294435
"617","Licenses, Permits, Privileges and Franchises","Permits","Permits",2017,288628000,242.6565,368218920
"618","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2017,378638000,242.6565,483049722
"619","Fines and Forfeitures","Fines","Fines",2017,983551000,242.6565,1254771147
"620","Fines and Forfeitures","Forfeitures","Forfeitures",2017,1305000,242.6565,1664862
"621","Miscellaneous","Miscellaneous","Miscellaneous",2017,424218000,242.6565,541198684
"622","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2017,139513000,242.6565,177984555
"623","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2017,82067000,242.6565,104697472
"624","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2017,217051000,242.6565,276904128
"625","Taxes","Real Estate Taxes","Real Estate Taxes",2016,23180583000,238.2735,30116755198
"626","Taxes","Sales and Use Taxes","General Sales",2016,7166843000,238.2735,9311329925
"627","Taxes","Sales and Use Taxes","Cigarette",2016,44849000,238.2735,58268869
"628","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2016,64897000,238.2735,84315699
"629","Taxes","Sales and Use Taxes","Mortgage",2016,1233736000,238.2735,1602898645
"630","Taxes","Sales and Use Taxes","Stock Transfer",2016,0,238.2735,0
"631","Taxes","Sales and Use Taxes","Auto Use",2016,29829000,238.2735,38754534
"632","Taxes","Sales and Use Taxes","Other",2016,0,238.2735,0
"633","Taxes","Personal Income Taxes","Personal Income Taxes",2016,11392473000,238.2735,14801367180
"634","Taxes","Income Taxes, Other","General Corporation",2016,3631441000,238.2735,4718053019
"635","Taxes","Income Taxes, Other","Financial Corporation",2016,689535000,238.2735,895859987
"636","Taxes","Income Taxes, Other","Unincorporated Business",2016,2111644000,238.2735,2743497237
"637","Taxes","Income Taxes, Other","Pass-through Entity Tax",2016,0,238.2735,0
"638","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2016,153793000,238.2735,199811460
"639","Taxes","Income Taxes, Other","Utility",2016,361201000,238.2735,469280781
"640","Taxes","Other Taxes","Payments in Lieu of Taxes",2016,320634000,238.2735,416575186
"641","Taxes","Other Taxes","Hotel Room Occupancy",2016,568069000,238.2735,738048521
"642","Taxes","Other Taxes","Commercial Rents",2016,836816000,238.2735,1087210905
"643","Taxes","Other Taxes","Horse Race Admissions",2016,42000,238.2735,54567
"644","Taxes","Other Taxes","Conveyance of Real Property",2016,1788182000,238.2735,2323247847
"645","Taxes","Other Taxes","Beer and Liquor Excise",2016,25350000,238.2735,32935312
"646","Taxes","Other Taxes","Taxi Medallion Transfer",2016,1437000,238.2735,1866984
"647","Taxes","Other Taxes","Off-Track Betting Surtax",2016,913000,238.2735,1186191
"648","Taxes","Other Taxes","Surcharge on Liquor Licenses",2016,6504000,238.2735,8450149
"649","Taxes","Other Taxes","Coin-operated Amusement Devices",2016,0,238.2735,0
"650","Taxes","Other Taxes","Refunds of Other Taxes",2016,-45447000,238.2735,-59045805
"651","Taxes","Other Taxes","Other",2016,0,238.2735,0
"652","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2016,62312000,238.2735,80957207
"653","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2016,-4987000,238.2735,-6479227
"654","Federal Grants and Contracts--Categorical","General Government","General Government",2016,929766000,238.2735,1207973717
"655","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2016,359385000,238.2735,466921391
"656","Federal Grants and Contracts--Categorical","Education","Education",2016,1698350000,238.2735,2206536013
"657","Federal Grants and Contracts--Categorical","Social Services","Social Services",2016,3296021000,238.2735,4282267516
"658","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2016,1554000,238.2735,2018993
"659","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2016,61657000,238.2735,80106215
"660","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2016,-6993000,238.2735,-9085469
"661","Federal Grants and Contracts--Categorical","Housing","Housing",2016,501775000,238.2735,651917807
"662","Federal Grants and Contracts--Categorical","Health","Health",2016,353139000,238.2735,458806442
"663","Federal Grants and Contracts--Categorical","Libraries","Libraries",2016,0,238.2735,0
"664","Federal Grants and Contracts--Categorical","City University","City University",2016,444000,238.2735,576855
"665","State Grants and Contracts--Categorical","General Government","General Government",2016,798438000,238.2735,1037349310
"666","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2016,118435000,238.2735,153873520
"667","State Grants and Contracts--Categorical","Education","Education",2016,9612191000,238.2735,12488383198
"668","State Grants and Contracts--Categorical","Social Services","Social Services",2016,1533403000,238.2735,1992233015
"669","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2016,506000,238.2735,657407
"670","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2016,163311000,238.2735,212177468
"671","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2016,875000,238.2735,1136820
"672","State Grants and Contracts--Categorical","Housing","Housing",2016,867000,238.2735,1126427
"673","State Grants and Contracts--Categorical","Health","Health",2016,534486000,238.2735,694416703
"674","State Grants and Contracts--Categorical","City University","City University",2016,239245000,238.2735,310832696
"675","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2016,0,238.2735,0
"676","Non-Governmental Grants","General Government","General Government",2016,322643000,238.2735,419185326
"677","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2016,212186000,238.2735,275677010
"678","Non-Governmental Grants","Education","Education",2016,125011000,238.2735,162417213
"679","Non-Governmental Grants","Social Services","Social Services",2016,3039000,238.2735,3948340
"680","Non-Governmental Grants","Environmental Protection","Environmental Protection",2016,6506000,238.2735,8452747
"681","Non-Governmental Grants","Transportation Services","Transportation Services",2016,1890000,238.2735,2455532
"682","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2016,16056000,238.2735,20860330
"683","Non-Governmental Grants","Housing","Housing",2016,2304000,238.2735,2993411
"684","Non-Governmental Grants","Health","Health",2016,2773000,238.2735,3602746
"685","Non-Governmental Grants","Libraries","Libraries",2016,0,238.2735,0
"686","Non-Governmental Grants","City University","City University",2016,9100000,238.2735,11822933
"687","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2016,-772000,238.2735,-1003000
"688","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2016,6168000,238.2735,8013610
"689","Charges for Services","General Government Charges","General Government Charges",2016,1000531000,238.2735,1299913259
"690","Charges for Services","Water and Sewer","Water and Sewer",2016,1297294000,238.2735,1685474684
"691","Charges for Services","Housing","Housing",2016,47413000,238.2735,61600078
"692","Charges for Services","Rental Income","Rental Income",2016,279119000,238.2735,362637928
"693","Investment Income","Investment Income","Investment Income",2016,78791000,238.2735,102367109
"694","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2016,90592000,238.2735,117699244
"695","Licenses, Permits, Privileges and Franchises","Permits","Permits",2016,285909000,238.2735,371459655
"696","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2016,352041000,238.2735,457379895
"697","Fines and Forfeitures","Fines","Fines",2016,992714000,238.2735,1289757230
"698","Fines and Forfeitures","Forfeitures","Forfeitures",2016,1859000,238.2735,2415256
"699","Miscellaneous","Miscellaneous","Miscellaneous",2016,448835000,238.2735,583136922
"700","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2016,159154000,238.2735,206776596
"701","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2016,82047000,238.2735,106597380
"702","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2016,345777000,238.2735,449241560
"703","Taxes","Real Estate Taxes","Real Estate Taxes",2015,21517932000,236.6765,28145240310
"704","Taxes","Sales and Use Taxes","General Sales",2015,6755971000,236.6765,8836742644
"705","Taxes","Sales and Use Taxes","Cigarette",2015,49897000,236.6765,65264778
"706","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2015,60757000,236.6765,79469550
"707","Taxes","Sales and Use Taxes","Mortgage",2015,1154627000,236.6765,1510240593
"708","Taxes","Sales and Use Taxes","Stock Transfer",2015,0,236.6765,0
"709","Taxes","Sales and Use Taxes","Auto Use",2015,29680000,236.6765,38821144
"710","Taxes","Sales and Use Taxes","Other",2015,0,236.6765,0
"711","Taxes","Personal Income Taxes","Personal Income Taxes",2015,11294669000,236.6765,14773314333
"712","Taxes","Income Taxes, Other","General Corporation",2015,3335917000,236.6765,4363346144
"713","Taxes","Income Taxes, Other","Financial Corporation",2015,1658179000,236.6765,2168881584
"714","Taxes","Income Taxes, Other","Unincorporated Business",2015,2064596000,236.6765,2700470964
"715","Taxes","Income Taxes, Other","Pass-through Entity Tax",2015,0,236.6765,0
"716","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2015,145436000,236.6765,190228837
"717","Taxes","Income Taxes, Other","Utility",2015,397914000,236.6765,520467541
"718","Taxes","Other Taxes","Payments in Lieu of Taxes",2015,304585000,236.6765,398394140
"719","Taxes","Other Taxes","Hotel Room Occupancy",2015,559846000,236.6765,732272981
"720","Taxes","Other Taxes","Commercial Rents",2015,787035000,236.6765,1029433925
"721","Taxes","Other Taxes","Horse Race Admissions",2015,38000,236.6765,49704
"722","Taxes","Other Taxes","Conveyance of Real Property",2015,1772193000,236.6765,2318010758
"723","Taxes","Other Taxes","Beer and Liquor Excise",2015,24585000,236.6765,32156935
"724","Taxes","Other Taxes","Taxi Medallion Transfer",2015,3401000,236.6765,4448474
"725","Taxes","Other Taxes","Off-Track Betting Surtax",2015,1028000,236.6765,1344614
"726","Taxes","Other Taxes","Surcharge on Liquor Licenses",2015,6176000,236.6765,8078146
"727","Taxes","Other Taxes","Coin-operated Amusement Devices",2015,0,236.6765,0
"728","Taxes","Other Taxes","Refunds of Other Taxes",2015,-33654000,236.6765,-44019096
"729","Taxes","Other Taxes","Other",2015,0,236.6765,0
"730","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2015,56594000,236.6765,74024387
"731","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2015,-6061000,236.6765,-7927728
"732","Federal Grants and Contracts--Categorical","General Government","General Government",2015,697636000,236.6765,912500926
"733","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2015,374406000,236.6765,489719311
"734","Federal Grants and Contracts--Categorical","Education","Education",2015,1676898000,236.6765,2193365849
"735","Federal Grants and Contracts--Categorical","Social Services","Social Services",2015,3140540000,236.6765,4107794978
"736","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2015,6502000,236.6765,8504551
"737","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2015,86336000,236.6765,112926626
"738","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2015,1342000,236.6765,1755323
"739","Federal Grants and Contracts--Categorical","Housing","Housing",2015,478273000,236.6765,625576311
"740","Federal Grants and Contracts--Categorical","Health","Health",2015,320211000,236.6765,418832792
"741","Federal Grants and Contracts--Categorical","Libraries","Libraries",2015,0,236.6765,0
"742","Federal Grants and Contracts--Categorical","City University","City University",2015,1892000,236.6765,2474717
"743","State Grants and Contracts--Categorical","General Government","General Government",2015,671196000,236.6765,877917670
"744","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2015,84679000,236.6765,110759287
"745","State Grants and Contracts--Categorical","Education","Education",2015,9131458000,236.6765,11943855933
"746","State Grants and Contracts--Categorical","Social Services","Social Services",2015,1450044000,236.6765,1896643081
"747","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2015,877000,236.6765,1147107
"748","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2015,165084000,236.6765,215928224
"749","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2015,2250000,236.6765,2942978
"750","State Grants and Contracts--Categorical","Housing","Housing",2015,683000,236.6765,893357
"751","State Grants and Contracts--Categorical","Health","Health",2015,363987000,236.6765,476091363
"752","State Grants and Contracts--Categorical","City University","City University",2015,226761000,236.6765,296601125
"753","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2015,0,236.6765,0
"754","Non-Governmental Grants","General Government","General Government",2015,270342000,236.6765,353604638
"755","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2015,190415000,236.6765,249060920
"756","Non-Governmental Grants","Education","Education",2015,151461000,236.6765,198109476
"757","Non-Governmental Grants","Social Services","Social Services",2015,3e+06,236.6765,3923970
"758","Non-Governmental Grants","Environmental Protection","Environmental Protection",2015,17714000,236.6765,23169735
"759","Non-Governmental Grants","Transportation Services","Transportation Services",2015,2026000,236.6765,2649988
"760","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2015,14839000,236.6765,19409264
"761","Non-Governmental Grants","Housing","Housing",2015,6812000,236.6765,8910028
"762","Non-Governmental Grants","Health","Health",2015,1144000,236.6765,1496341
"763","Non-Governmental Grants","Libraries","Libraries",2015,0,236.6765,0
"764","Non-Governmental Grants","City University","City University",2015,8906000,236.6765,11648959
"765","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2015,-109972000,236.6765,-143842278
"766","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2015,409000,236.6765,534968
"767","Charges for Services","General Government Charges","General Government Charges",2015,973756000,236.6765,1273663130
"768","Charges for Services","Water and Sewer","Water and Sewer",2015,1439415000,236.6765,1882740455
"769","Charges for Services","Housing","Housing",2015,48131000,236.6765,62954868
"770","Charges for Services","Rental Income","Rental Income",2015,283835000,236.6765,371253347
"771","Investment Income","Investment Income","Investment Income",2015,29889000,236.6765,39094514
"772","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2015,81458000,236.6765,106546251
"773","Licenses, Permits, Privileges and Franchises","Permits","Permits",2015,277378000,236.6765,362807656
"774","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2015,344172000,236.6765,450173541
"775","Fines and Forfeitures","Fines","Fines",2015,957006000,236.6765,1251754297
"776","Fines and Forfeitures","Forfeitures","Forfeitures",2015,2279000,236.6765,2980909
"777","Miscellaneous","Miscellaneous","Miscellaneous",2015,1665640000,236.6765,2178640497
"778","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2015,241126000,236.6765,315390402
"779","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2015,81786000,236.6765,106975272
"780","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2015,229949000,236.6765,300770997
"781","Taxes","Real Estate Taxes","Real Estate Taxes",2014,20202022000,234.966,26616404295
"782","Taxes","Sales and Use Taxes","General Sales",2014,6508814000,234.966,8575439870
"783","Taxes","Sales and Use Taxes","Cigarette",2014,55123000,234.966,72625208
"784","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2014,50299000,234.966,66269531
"785","Taxes","Sales and Use Taxes","Mortgage",2014,960852000,234.966,1265933940
"786","Taxes","Sales and Use Taxes","Stock Transfer",2014,0,234.966,0
"787","Taxes","Sales and Use Taxes","Auto Use",2014,28898000,234.966,38073459
"788","Taxes","Sales and Use Taxes","Other",2014,0,234.966,0
"789","Taxes","Personal Income Taxes","Personal Income Taxes",2014,10173614000,234.966,13403857464
"790","Taxes","Income Taxes, Other","General Corporation",2014,3367328000,234.966,4436494696
"791","Taxes","Income Taxes, Other","Financial Corporation",2014,1352349000,234.966,1781735894
"792","Taxes","Income Taxes, Other","Unincorporated Business",2014,1954138000,234.966,2574600060
"793","Taxes","Income Taxes, Other","Pass-through Entity Tax",2014,0,234.966,0
"794","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2014,130688000,234.966,172182995
"795","Taxes","Income Taxes, Other","Utility",2014,410342000,234.966,540630466
"796","Taxes","Other Taxes","Payments in Lieu of Taxes",2014,270131000,234.966,355900806
"797","Taxes","Other Taxes","Hotel Room Occupancy",2014,541293000,234.966,713159966
"798","Taxes","Other Taxes","Commercial Rents",2014,771186000,234.966,1016046729
"799","Taxes","Other Taxes","Horse Race Admissions",2014,20000,234.966,26350
"800","Taxes","Other Taxes","Conveyance of Real Property",2014,1530167000,234.966,2016013224
"801","Taxes","Other Taxes","Beer and Liquor Excise",2014,22604000,234.966,29781039
"802","Taxes","Other Taxes","Taxi Medallion Transfer",2014,5735000,234.966,7555931
"803","Taxes","Other Taxes","Off-Track Betting Surtax",2014,1241000,234.966,1635032
"804","Taxes","Other Taxes","Surcharge on Liquor Licenses",2014,6309000,234.966,8312183
"805","Taxes","Other Taxes","Coin-operated Amusement Devices",2014,0,234.966,0
"806","Taxes","Other Taxes","Refunds of Other Taxes",2014,-28608000,234.966,-37691380
"807","Taxes","Other Taxes","Other",2014,0,234.966,0
"808","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2014,64231000,234.966,84625107
"809","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2014,-3364000,234.966,-4432110
"810","Federal Grants and Contracts--Categorical","General Government","General Government",2014,487580000,234.966,642392450
"811","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2014,404044000,234.966,532332776
"812","Federal Grants and Contracts--Categorical","Education","Education",2014,1672473000,234.966,2203503072
"813","Federal Grants and Contracts--Categorical","Social Services","Social Services",2014,3274678000,234.966,4314427218
"814","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2014,28267000,234.966,37242109
"815","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2014,86934000,234.966,114536579
"816","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2014,10278000,234.966,13541387
"817","Federal Grants and Contracts--Categorical","Housing","Housing",2014,472450000,234.966,622458495
"818","Federal Grants and Contracts--Categorical","Health","Health",2014,332299000,234.966,437807885
"819","Federal Grants and Contracts--Categorical","Libraries","Libraries",2014,0,234.966,0
"820","Federal Grants and Contracts--Categorical","City University","City University",2014,-1941000,234.966,-2557291
"821","State Grants and Contracts--Categorical","General Government","General Government",2014,642319000,234.966,846262923
"822","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2014,79452000,234.966,104678955
"823","State Grants and Contracts--Categorical","Education","Education",2014,7907175000,234.966,10417797121
"824","State Grants and Contracts--Categorical","Social Services","Social Services",2014,1452253000,234.966,1913360603
"825","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2014,162000,234.966,213437
"826","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2014,158183000,234.966,208407984
"827","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2014,1362000,234.966,1794451
"828","State Grants and Contracts--Categorical","Housing","Housing",2014,649000,234.966,855065
"829","State Grants and Contracts--Categorical","Health","Health",2014,453532000,234.966,597533805
"830","State Grants and Contracts--Categorical","City University","City University",2014,221004000,234.966,291175399
"831","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2014,0,234.966,0
"832","Non-Governmental Grants","General Government","General Government",2014,296578000,234.966,390745043
"833","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2014,222536000,234.966,293193827
"834","Non-Governmental Grants","Education","Education",2014,153342000,234.966,202029909
"835","Non-Governmental Grants","Social Services","Social Services",2014,44000,234.966,57971
"836","Non-Governmental Grants","Environmental Protection","Environmental Protection",2014,23331000,234.966,30738870
"837","Non-Governmental Grants","Transportation Services","Transportation Services",2014,1916000,234.966,2524353
"838","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2014,14270000,234.966,18800895
"839","Non-Governmental Grants","Housing","Housing",2014,13014000,234.966,17146100
"840","Non-Governmental Grants","Health","Health",2014,-3059000,234.966,-4030269
"841","Non-Governmental Grants","Libraries","Libraries",2014,0,234.966,0
"842","Non-Governmental Grants","City University","City University",2014,8669000,234.966,11421511
"843","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2014,-18556000,234.966,-24447751
"844","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2014,0,234.966,0
"845","Charges for Services","General Government Charges","General Government Charges",2014,950834000,234.966,1252735105
"846","Charges for Services","Water and Sewer","Water and Sewer",2014,1490550000,234.966,1963817356
"847","Charges for Services","Housing","Housing",2014,33635000,234.966,44314513
"848","Charges for Services","Rental Income","Rental Income",2014,311441000,234.966,410327222
"849","Investment Income","Investment Income","Investment Income",2014,15985000,234.966,21060428
"850","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2014,80082000,234.966,105508988
"851","Licenses, Permits, Privileges and Franchises","Permits","Permits",2014,233044000,234.966,307038242
"852","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2014,334707000,234.966,440980454
"853","Fines and Forfeitures","Fines","Fines",2014,890356000,234.966,1173054621
"854","Fines and Forfeitures","Forfeitures","Forfeitures",2014,1826000,234.966,2405777
"855","Miscellaneous","Miscellaneous","Miscellaneous",2014,1146660000,234.966,1510738190
"856","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2014,293586000,234.966,386803047
"857","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2014,81474000,234.966,107342964
"858","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2014,245700000,234.966,323712673
"859","Taxes","Real Estate Taxes","Real Estate Taxes",2013,18969610000,230.608,25464995371
"860","Taxes","Sales and Use Taxes","General Sales",2013,6149880000,230.608,8255660803
"861","Taxes","Sales and Use Taxes","Cigarette",2013,61071000,230.608,81982325
"862","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2013,48247000,230.608,64767258
"863","Taxes","Sales and Use Taxes","Mortgage",2013,742086000,230.608,996183715
"864","Taxes","Sales and Use Taxes","Stock Transfer",2013,28225000,230.608,37889524
"865","Taxes","Sales and Use Taxes","Auto Use",2013,2750000,230.608,3691628
"866","Taxes","Sales and Use Taxes","Other",2013,0,230.608,0
"867","Taxes","Personal Income Taxes","Personal Income Taxes",2013,9814898000,230.608,13175617851
"868","Taxes","Income Taxes, Other","General Corporation",2013,3348349000,230.608,4494857395
"869","Taxes","Income Taxes, Other","Financial Corporation",2013,1467473000,230.608,1969950524
"870","Taxes","Income Taxes, Other","Unincorporated Business",2013,1894021000,230.608,2542552852
"871","Taxes","Income Taxes, Other","Pass-through Entity Tax",2013,0,230.608,0
"872","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2013,128664000,230.608,172719848
"873","Taxes","Income Taxes, Other","Utility",2013,410126000,230.608,550557270
"874","Taxes","Other Taxes","Payments in Lieu of Taxes",2013,265164000,230.608,355958822
"875","Taxes","Other Taxes","Hotel Room Occupancy",2013,512342000,230.608,687773057
"876","Taxes","Other Taxes","Commercial Rents",2013,721213000,230.608,968163589
"877","Taxes","Other Taxes","Horse Race Admissions",2013,22000,230.608,29533
"878","Taxes","Other Taxes","Conveyance of Real Property",2013,1096432000,230.608,1471861351
"879","Taxes","Other Taxes","Beer and Liquor Excise",2013,24038000,230.608,32268853
"880","Taxes","Other Taxes","Taxi Medallion Transfer",2013,9757000,230.608,13097895
"881","Taxes","Other Taxes","Off-Track Betting Surtax",2013,1405000,230.608,1886086
"882","Taxes","Other Taxes","Surcharge on Liquor Licenses",2013,5772000,230.608,7748391
"883","Taxes","Other Taxes","Coin-operated Amusement Devices",2013,0,230.608,0
"884","Taxes","Other Taxes","Refunds of Other Taxes",2013,-33985000,230.608,-45621806
"885","Taxes","Other Taxes","Other",2013,0,230.608,0
"886","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2013,54569000,230.608,73253975
"887","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2013,-346000,230.608,-464474
"888","Federal Grants and Contracts--Categorical","General Government","General Government",2013,843974000,230.608,1132959191
"889","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2013,488961000,230.608,656386167
"890","Federal Grants and Contracts--Categorical","Education","Education",2013,1872591000,230.608,2513785004
"891","Federal Grants and Contracts--Categorical","Social Services","Social Services",2013,3392702000,230.608,4554397308
"892","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2013,694502000,230.608,932306474
"893","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2013,133872000,230.608,179711120
"894","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2013,63031000,230.608,84613449
"895","Federal Grants and Contracts--Categorical","Housing","Housing",2013,506463000,230.608,679881028
"896","Federal Grants and Contracts--Categorical","Health","Health",2013,422472000,230.608,567130664
"897","Federal Grants and Contracts--Categorical","Libraries","Libraries",2013,156000,230.608,209416
"898","Federal Grants and Contracts--Categorical","City University","City University",2013,2306000,230.608,3095598
"899","State Grants and Contracts--Categorical","General Government","General Government",2013,480178000,230.608,644595780
"900","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2013,71952000,230.608,96589089
"901","State Grants and Contracts--Categorical","Education","Education",2013,7933480000,230.608,10649983393
"902","State Grants and Contracts--Categorical","Social Services","Social Services",2013,1546463000,230.608,2075987495
"903","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2013,1859000,230.608,2495540
"904","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2013,150030000,230.608,201401782
