"","revenue_category","subcategory","category","fiscal_year","Categorical.Citywide.Rev","FY_CPI","Adjusted.Categorical.Citywide.Rev"
"605","Non-Governmental Grants","Housing","Housing",2016,2304000,238.2735,2993415
"606","Non-Governmental Grants","Health","Health",2016,2773000,238.2735,3602752
"607","Non-Governmental Grants","Libraries","Libraries",2016,0,238.2735,0
"608","Non-Governmental Grants","City University","City University",2016,9100000,238.2735,11822952
"609","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2016,-772000,238.2735,-1003002
"610","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2016,6168000,238.2735,8013623
"611","Charges for Services","General Government Charges","General Government Charges",2016,1000531000,238.2735,1299915359
"612","Charges for Services","Water and Sewer","Water and Sewer",2016,1297294000,238.2735,1685477407
"613","Charges for Services","Housing","Housing",2016,47413000,238.2735,61600177
"614","Charges for Services","Rental Income","Rental Income",2016,279119000,238.2735,362638514
"615","Investment Income","Investment Income","Investment Income",2016,78791000,238.2735,102367274
"616","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2016,90592000,238.2735,117699434
"617","Licenses, Permits, Privileges and Franchises","Permits","Permits",2016,285909000,238.2735,371460255
"618","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2016,352041000,238.2735,457380634
"619","Fines and Forfeitures","Fines","Fines",2016,992714000,238.2735,1289759313
"620","Fines and Forfeitures","Forfeitures","Forfeitures",2016,1859000,238.2735,2415260
"621","Miscellaneous","Miscellaneous","Miscellaneous",2016,448835000,238.2735,583137864
"622","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2016,159154000,238.2735,206776930
"623","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2016,82047000,238.2735,106597552
"624","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2016,345777000,238.2735,449242285
"625","Taxes","Real Estate Taxes","Real Estate Taxes",2015,21517932000,236.6765,28145285768
"626","Taxes","Sales and Use Taxes","General Sales",2015,6755971000,236.6765,8836756917
"627","Taxes","Sales and Use Taxes","Cigarette",2015,49897000,236.6765,65264883
"628","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2015,60757000,236.6765,79469678
"629","Taxes","Sales and Use Taxes","Mortgage",2015,1154627000,236.6765,1510243032
"630","Taxes","Sales and Use Taxes","Stock Transfer",2015,0,236.6765,0
"631","Taxes","Sales and Use Taxes","Auto Use",2015,29680000,236.6765,38821206
"632","Taxes","Sales and Use Taxes","Other",2015,0,236.6765,0
"633","Taxes","Personal Income Taxes","Personal Income Taxes",2015,11294669000,236.6765,14773338194
"634","Taxes","Income Taxes, Other","General Corporation",2015,3335917000,236.6765,4363353191
"635","Taxes","Income Taxes, Other","Financial Corporation",2015,1658179000,236.6765,2168885087
"636","Taxes","Income Taxes, Other","Unincorporated Business",2015,2064596000,236.6765,2700475325
"637","Taxes","Income Taxes, Other","Pass-through Entity Tax",2015,0,236.6765,0
"638","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2015,145436000,236.6765,190229144
"639","Taxes","Income Taxes, Other","Utility",2015,397914000,236.6765,520468381
"640","Taxes","Other Taxes","Payments in Lieu of Taxes",2015,304585000,236.6765,398394784
"641","Taxes","Other Taxes","Hotel Room Occupancy",2015,559846000,236.6765,732274164
"642","Taxes","Other Taxes","Commercial Rents",2015,787035000,236.6765,1029435588
"643","Taxes","Other Taxes","Horse Race Admissions",2015,38000,236.6765,49704
"644","Taxes","Other Taxes","Conveyance of Real Property",2015,1772193000,236.6765,2318014502
"645","Taxes","Other Taxes","Beer and Liquor Excise",2015,24585000,236.6765,32156987
"646","Taxes","Other Taxes","Taxi Medallion Transfer",2015,3401000,236.6765,4448481
"647","Taxes","Other Taxes","Off-Track Betting Surtax",2015,1028000,236.6765,1344616
"648","Taxes","Other Taxes","Surcharge on Liquor Licenses",2015,6176000,236.6765,8078159
"649","Taxes","Other Taxes","Coin-operated Amusement Devices",2015,0,236.6765,0
"650","Taxes","Other Taxes","Refunds of Other Taxes",2015,-33654000,236.6765,-44019167
"651","Taxes","Other Taxes","Other",2015,0,236.6765,0
"652","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2015,56594000,236.6765,74024507
"653","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2015,-6061000,236.6765,-7927740
"654","Federal Grants and Contracts--Categorical","General Government","General Government",2015,697636000,236.6765,912502400
"655","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2015,374406000,236.6765,489720102
"656","Federal Grants and Contracts--Categorical","Education","Education",2015,1676898000,236.6765,2193369391
"657","Federal Grants and Contracts--Categorical","Social Services","Social Services",2015,3140540000,236.6765,4107801612
"658","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2015,6502000,236.6765,8504565
"659","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2015,86336000,236.6765,112926809
"660","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2015,1342000,236.6765,1755325
"661","Federal Grants and Contracts--Categorical","Housing","Housing",2015,478273000,236.6765,625577321
"662","Federal Grants and Contracts--Categorical","Health","Health",2015,320211000,236.6765,418833469
"663","Federal Grants and Contracts--Categorical","Libraries","Libraries",2015,0,236.6765,0
"664","Federal Grants and Contracts--Categorical","City University","City University",2015,1892000,236.6765,2474721
"665","State Grants and Contracts--Categorical","General Government","General Government",2015,671196000,236.6765,877919088
"666","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2015,84679000,236.6765,110759466
"667","State Grants and Contracts--Categorical","Education","Education",2015,9131458000,236.6765,11943875224
"668","State Grants and Contracts--Categorical","Social Services","Social Services",2015,1450044000,236.6765,1896646144
"669","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2015,877000,236.6765,1147109
"670","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2015,165084000,236.6765,215928573
"671","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2015,2250000,236.6765,2942982
"672","State Grants and Contracts--Categorical","Housing","Housing",2015,683000,236.6765,893359
"673","State Grants and Contracts--Categorical","Health","Health",2015,363987000,236.6765,476092132
"674","State Grants and Contracts--Categorical","City University","City University",2015,226761000,236.6765,296601604
"675","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2015,0,236.6765,0
"676","Non-Governmental Grants","General Government","General Government",2015,270342000,236.6765,353605209
"677","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2015,190415000,236.6765,249061322
"678","Non-Governmental Grants","Education","Education",2015,151461000,236.6765,198109796
"679","Non-Governmental Grants","Social Services","Social Services",2015,3e+06,236.6765,3923976
"680","Non-Governmental Grants","Environmental Protection","Environmental Protection",2015,17714000,236.6765,23169773
"681","Non-Governmental Grants","Transportation Services","Transportation Services",2015,2026000,236.6765,2649992
"682","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2015,14839000,236.6765,19409295
"683","Non-Governmental Grants","Housing","Housing",2015,6812000,236.6765,8910042
"684","Non-Governmental Grants","Health","Health",2015,1144000,236.6765,1496343
"685","Non-Governmental Grants","Libraries","Libraries",2015,0,236.6765,0
"686","Non-Governmental Grants","City University","City University",2015,8906000,236.6765,11648978
"687","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2015,-109972000,236.6765,-143842511
"688","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2015,409000,236.6765,534969
"689","Charges for Services","General Government Charges","General Government Charges",2015,973756000,236.6765,1273665187
"690","Charges for Services","Water and Sewer","Water and Sewer",2015,1439415000,236.6765,1882743496
"691","Charges for Services","Housing","Housing",2015,48131000,236.6765,62954969
"692","Charges for Services","Rental Income","Rental Income",2015,283835000,236.6765,371253947
"693","Investment Income","Investment Income","Investment Income",2015,29889000,236.6765,39094577
"694","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2015,81458000,236.6765,106546423
"695","Licenses, Permits, Privileges and Franchises","Permits","Permits",2015,277378000,236.6765,362808242
"696","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2015,344172000,236.6765,450174268
"697","Fines and Forfeitures","Fines","Fines",2015,957006000,236.6765,1251756319
"698","Fines and Forfeitures","Forfeitures","Forfeitures",2015,2279000,236.6765,2980914
"699","Miscellaneous","Miscellaneous","Miscellaneous",2015,1665640000,236.6765,2178644016
"700","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2015,241126000,236.6765,315390911
"701","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2015,81786000,236.6765,106975445
"702","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2015,229949000,236.6765,300771483
"703","Taxes","Real Estate Taxes","Real Estate Taxes",2014,20202022000,234.966,26616447284
"704","Taxes","Sales and Use Taxes","General Sales",2014,6508814000,234.966,8575453720
"705","Taxes","Sales and Use Taxes","Cigarette",2014,55123000,234.966,72625326
"706","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2014,50299000,234.966,66269638
"707","Taxes","Sales and Use Taxes","Mortgage",2014,960852000,234.966,1265935984
"708","Taxes","Sales and Use Taxes","Stock Transfer",2014,0,234.966,0
"709","Taxes","Sales and Use Taxes","Auto Use",2014,28898000,234.966,38073520
"710","Taxes","Sales and Use Taxes","Other",2014,0,234.966,0
"711","Taxes","Personal Income Taxes","Personal Income Taxes",2014,10173614000,234.966,13403879113
"712","Taxes","Income Taxes, Other","General Corporation",2014,3367328000,234.966,4436501861
"713","Taxes","Income Taxes, Other","Financial Corporation",2014,1352349000,234.966,1781738772
"714","Taxes","Income Taxes, Other","Unincorporated Business",2014,1954138000,234.966,2574604218
"715","Taxes","Income Taxes, Other","Pass-through Entity Tax",2014,0,234.966,0
"716","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2014,130688000,234.966,172183273
"717","Taxes","Income Taxes, Other","Utility",2014,410342000,234.966,540631339
"718","Taxes","Other Taxes","Payments in Lieu of Taxes",2014,270131000,234.966,355901381
"719","Taxes","Other Taxes","Hotel Room Occupancy",2014,541293000,234.966,713161118
"720","Taxes","Other Taxes","Commercial Rents",2014,771186000,234.966,1016048370
"721","Taxes","Other Taxes","Horse Race Admissions",2014,20000,234.966,26350
"722","Taxes","Other Taxes","Conveyance of Real Property",2014,1530167000,234.966,2016016480
"723","Taxes","Other Taxes","Beer and Liquor Excise",2014,22604000,234.966,29781087
"724","Taxes","Other Taxes","Taxi Medallion Transfer",2014,5735000,234.966,7555943
"725","Taxes","Other Taxes","Off-Track Betting Surtax",2014,1241000,234.966,1635035
"726","Taxes","Other Taxes","Surcharge on Liquor Licenses",2014,6309000,234.966,8312196
"727","Taxes","Other Taxes","Coin-operated Amusement Devices",2014,0,234.966,0
"728","Taxes","Other Taxes","Refunds of Other Taxes",2014,-28608000,234.966,-37691441
"729","Taxes","Other Taxes","Other",2014,0,234.966,0
"730","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2014,64231000,234.966,84625243
"731","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2014,-3364000,234.966,-4432117
"732","Federal Grants and Contracts--Categorical","General Government","General Government",2014,487580000,234.966,642393487
"733","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2014,404044000,234.966,532333636
"734","Federal Grants and Contracts--Categorical","Education","Education",2014,1672473000,234.966,2203506631
"735","Federal Grants and Contracts--Categorical","Social Services","Social Services",2014,3274678000,234.966,4314434187
"736","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2014,28267000,234.966,37242169
"737","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2014,86934000,234.966,114536764
"738","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2014,10278000,234.966,13541409
"739","Federal Grants and Contracts--Categorical","Housing","Housing",2014,472450000,234.966,622459500
"740","Federal Grants and Contracts--Categorical","Health","Health",2014,332299000,234.966,437808592
"741","Federal Grants and Contracts--Categorical","Libraries","Libraries",2014,0,234.966,0
"742","Federal Grants and Contracts--Categorical","City University","City University",2014,-1941000,234.966,-2557295
"743","State Grants and Contracts--Categorical","General Government","General Government",2014,642319000,234.966,846264290
"744","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2014,79452000,234.966,104679124
"745","State Grants and Contracts--Categorical","Education","Education",2014,7907175000,234.966,10417813947
"746","State Grants and Contracts--Categorical","Social Services","Social Services",2014,1452253000,234.966,1913363693
"747","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2014,162000,234.966,213437
"748","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2014,158183000,234.966,208408321
"749","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2014,1362000,234.966,1794454
"750","State Grants and Contracts--Categorical","Housing","Housing",2014,649000,234.966,855067
"751","State Grants and Contracts--Categorical","Health","Health",2014,453532000,234.966,597534770
"752","State Grants and Contracts--Categorical","City University","City University",2014,221004000,234.966,291175869
"753","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2014,0,234.966,0
"754","Non-Governmental Grants","General Government","General Government",2014,296578000,234.966,390745674
"755","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2014,222536000,234.966,293194301
"756","Non-Governmental Grants","Education","Education",2014,153342000,234.966,202030235
"757","Non-Governmental Grants","Social Services","Social Services",2014,44000,234.966,57971
"758","Non-Governmental Grants","Environmental Protection","Environmental Protection",2014,23331000,234.966,30738920
"759","Non-Governmental Grants","Transportation Services","Transportation Services",2014,1916000,234.966,2524357
"760","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2014,14270000,234.966,18800925
"761","Non-Governmental Grants","Housing","Housing",2014,13014000,234.966,17146127
"762","Non-Governmental Grants","Health","Health",2014,-3059000,234.966,-4030275
"763","Non-Governmental Grants","Libraries","Libraries",2014,0,234.966,0
"764","Non-Governmental Grants","City University","City University",2014,8669000,234.966,11421529
"765","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2014,-18556000,234.966,-24447790
"766","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2014,0,234.966,0
"767","Charges for Services","General Government Charges","General Government Charges",2014,950834000,234.966,1252737129
"768","Charges for Services","Water and Sewer","Water and Sewer",2014,1490550000,234.966,1963820527
"769","Charges for Services","Housing","Housing",2014,33635000,234.966,44314584
"770","Charges for Services","Rental Income","Rental Income",2014,311441000,234.966,410327885
"771","Investment Income","Investment Income","Investment Income",2014,15985000,234.966,21060462
"772","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2014,80082000,234.966,105509158
"773","Licenses, Permits, Privileges and Franchises","Permits","Permits",2014,233044000,234.966,307038738
"774","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2014,334707000,234.966,440981166
"775","Fines and Forfeitures","Fines","Fines",2014,890356000,234.966,1173056516
"776","Fines and Forfeitures","Forfeitures","Forfeitures",2014,1826000,234.966,2405781
"777","Miscellaneous","Miscellaneous","Miscellaneous",2014,1146660000,234.966,1510740630
"778","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2014,293586000,234.966,386803672
"779","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2014,81474000,234.966,107343138
"780","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2014,245700000,234.966,323713196
"781","Taxes","Real Estate Taxes","Real Estate Taxes",2013,18969610000,230.608,25465036501
"782","Taxes","Sales and Use Taxes","General Sales",2013,6149880000,230.608,8255674137
"783","Taxes","Sales and Use Taxes","Cigarette",2013,61071000,230.608,81982457
"784","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2013,48247000,230.608,64767363
"785","Taxes","Sales and Use Taxes","Mortgage",2013,742086000,230.608,996185324
"786","Taxes","Sales and Use Taxes","Stock Transfer",2013,28225000,230.608,37889585
"787","Taxes","Sales and Use Taxes","Auto Use",2013,2750000,230.608,3691634
"788","Taxes","Sales and Use Taxes","Other",2013,0,230.608,0
"789","Taxes","Personal Income Taxes","Personal Income Taxes",2013,9814898000,230.608,13175639131
"790","Taxes","Income Taxes, Other","General Corporation",2013,3348349000,230.608,4494864655
"791","Taxes","Income Taxes, Other","Financial Corporation",2013,1467473000,230.608,1969953705
"792","Taxes","Income Taxes, Other","Unincorporated Business",2013,1894021000,230.608,2542556958
"793","Taxes","Income Taxes, Other","Pass-through Entity Tax",2013,0,230.608,0
"794","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2013,128664000,230.608,172720127
"795","Taxes","Income Taxes, Other","Utility",2013,410126000,230.608,550558159
"796","Taxes","Other Taxes","Payments in Lieu of Taxes",2013,265164000,230.608,355959397
"797","Taxes","Other Taxes","Hotel Room Occupancy",2013,512342000,230.608,687774168
"798","Taxes","Other Taxes","Commercial Rents",2013,721213000,230.608,968165153
"799","Taxes","Other Taxes","Horse Race Admissions",2013,22000,230.608,29533
"800","Taxes","Other Taxes","Conveyance of Real Property",2013,1096432000,230.608,1471863728
"801","Taxes","Other Taxes","Beer and Liquor Excise",2013,24038000,230.608,32268905
"802","Taxes","Other Taxes","Taxi Medallion Transfer",2013,9757000,230.608,13097916
"803","Taxes","Other Taxes","Off-Track Betting Surtax",2013,1405000,230.608,1886089
"804","Taxes","Other Taxes","Surcharge on Liquor Licenses",2013,5772000,230.608,7748403
"805","Taxes","Other Taxes","Coin-operated Amusement Devices",2013,0,230.608,0
"806","Taxes","Other Taxes","Refunds of Other Taxes",2013,-33985000,230.608,-45621880
"807","Taxes","Other Taxes","Other",2013,0,230.608,0
"808","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2013,54569000,230.608,73254093
"809","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2013,-346000,230.608,-464475
"810","Federal Grants and Contracts--Categorical","General Government","General Government",2013,843974000,230.608,1132961021
"811","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2013,488961000,230.608,656387227
"812","Federal Grants and Contracts--Categorical","Education","Education",2013,1872591000,230.608,2513789064
"813","Federal Grants and Contracts--Categorical","Social Services","Social Services",2013,3392702000,230.608,4554404664
"814","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2013,694502000,230.608,932307980
"815","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2013,133872000,230.608,179711410
"816","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2013,63031000,230.608,84613585
"817","Federal Grants and Contracts--Categorical","Housing","Housing",2013,506463000,230.608,679882126
"818","Federal Grants and Contracts--Categorical","Health","Health",2013,422472000,230.608,567131580
"819","Federal Grants and Contracts--Categorical","Libraries","Libraries",2013,156000,230.608,209416
"820","Federal Grants and Contracts--Categorical","City University","City University",2013,2306000,230.608,3095603
"821","State Grants and Contracts--Categorical","General Government","General Government",2013,480178000,230.608,644596821
"822","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2013,71952000,230.608,96589245
"823","State Grants and Contracts--Categorical","Education","Education",2013,7933480000,230.608,10650000594
"824","State Grants and Contracts--Categorical","Social Services","Social Services",2013,1546463000,230.608,2075990848
"825","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2013,1859000,230.608,2495544
"826","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2013,150030000,230.608,201402107
"827","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2013,1895000,230.608,2543871
"828","State Grants and Contracts--Categorical","Housing","Housing",2013,2820000,230.608,3785602
"829","State Grants and Contracts--Categorical","Health","Health",2013,494823000,230.608,664256448
"830","State Grants and Contracts--Categorical","City University","City University",2013,200461000,230.608,269101298
"831","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2013,1.43e+08,230.608,191964949
"832","Non-Governmental Grants","General Government","General Government",2013,426223000,230.608,572166969
"833","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2013,283613000,230.608,380725560
"834","Non-Governmental Grants","Education","Education",2013,121244000,230.608,162759429
"835","Non-Governmental Grants","Social Services","Social Services",2013,206000,230.608,276537
"836","Non-Governmental Grants","Environmental Protection","Environmental Protection",2013,11088000,230.608,14884667
"837","Non-Governmental Grants","Transportation Services","Transportation Services",2013,1339000,230.608,1797490
"838","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2013,11683000,230.608,15683402
"839","Non-Governmental Grants","Housing","Housing",2013,5450000,230.608,7316147
"840","Non-Governmental Grants","Health","Health",2013,1668000,230.608,2239144
"841","Non-Governmental Grants","Libraries","Libraries",2013,0,230.608,0
"842","Non-Governmental Grants","City University","City University",2013,8411000,230.608,11291029
"843","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2013,-59202000,230.608,-79473489
"844","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2013,0,230.608,0
"845","Charges for Services","General Government Charges","General Government Charges",2013,871676000,230.608,1170148525
"846","Charges for Services","Water and Sewer","Water and Sewer",2013,1361055000,230.608,1827096880
"847","Charges for Services","Housing","Housing",2013,42280000,230.608,56757189
"848","Charges for Services","Rental Income","Rental Income",2013,296753000,230.608,398364857
"849","Investment Income","Investment Income","Investment Income",2013,16196000,230.608,21741709
"850","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2013,64696000,230.608,86848702
"851","Licenses, Permits, Privileges and Franchises","Permits","Permits",2013,204191000,230.608,274108496
"852","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2013,323703000,230.608,434542867
"853","Fines and Forfeitures","Fines","Fines",2013,811355000,230.608,1089172877
"854","Fines and Forfeitures","Forfeitures","Forfeitures",2013,3372000,230.608,4526614
"855","Miscellaneous","Miscellaneous","Miscellaneous",2013,545253000,230.608,731954297
"856","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2013,191547000,230.608,257135036
"857","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2013,86115000,230.608,115601829
"858","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2013,229538000,230.608,308134619
"859","Taxes","Real Estate Taxes","Real Estate Taxes",2012,18157722000,226.596,24806722790
"860","Taxes","Sales and Use Taxes","General Sales",2012,5826046000,226.596,7959429497
"861","Taxes","Sales and Use Taxes","Cigarette",2012,67561000,226.596,92300510
"862","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2012,53675000,226.596,73329730
"863","Taxes","Sales and Use Taxes","Mortgage",2012,536737000,226.596,733279536
"864","Taxes","Sales and Use Taxes","Stock Transfer",2012,0,226.596,0
"865","Taxes","Sales and Use Taxes","Auto Use",2012,28088000,226.596,38373273
"866","Taxes","Sales and Use Taxes","Other",2012,0,226.596,0
"867","Taxes","Personal Income Taxes","Personal Income Taxes",2012,8557002000,226.596,11690407890
"868","Taxes","Income Taxes, Other","General Corporation",2012,2845794000,226.596,3887867810
"869","Taxes","Income Taxes, Other","Financial Corporation",2012,1421401000,226.596,1941890099
"870","Taxes","Income Taxes, Other","Unincorporated Business",2012,1688318000,226.596,2306546857
"871","Taxes","Income Taxes, Other","Pass-through Entity Tax",2012,0,226.596,0
"872","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2012,123792000,226.596,169122196
"873","Taxes","Income Taxes, Other","Utility",2012,419576000,226.596,573216482
"874","Taxes","Other Taxes","Payments in Lieu of Taxes",2012,261128000,226.596,356747939
"875","Taxes","Other Taxes","Hotel Room Occupancy",2012,485258000,226.596,662949939
"876","Taxes","Other Taxes","Commercial Rents",2012,673326000,226.596,919884743
"877","Taxes","Other Taxes","Horse Race Admissions",2012,22000,226.596,30056
"878","Taxes","Other Taxes","Conveyance of Real Property",2012,917652000,226.596,1253678120
"879","Taxes","Other Taxes","Beer and Liquor Excise",2012,22733000,226.596,31057378
"880","Taxes","Other Taxes","Taxi Medallion Transfer",2012,8003000,226.596,10933541
"881","Taxes","Other Taxes","Off-Track Betting Surtax",2012,1128000,226.596,1541051
"882","Taxes","Other Taxes","Surcharge on Liquor Licenses",2012,5759000,226.596,7867833
"883","Taxes","Other Taxes","Coin-operated Amusement Devices",2012,0,226.596,0
"884","Taxes","Other Taxes","Refunds of Other Taxes",2012,-31422000,226.596,-42928119
"885","Taxes","Other Taxes","Other",2012,0,226.596,0
"886","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2012,42494000,226.596,58054467
"887","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2012,-407000,226.596,-556035
"888","Federal Grants and Contracts--Categorical","General Government","General Government",2012,411744000,226.596,562516557
"889","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2012,291806000,226.596,398659620
"890","Federal Grants and Contracts--Categorical","Education","Education",2012,1860509000,226.596,2541790816
"891","Federal Grants and Contracts--Categorical","Social Services","Social Services",2012,3362564000,226.596,4593868824
"892","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2012,26945000,226.596,36811729
"893","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2012,87728000,226.596,119852269
"894","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2012,13046000,226.596,17823189
"895","Federal Grants and Contracts--Categorical","Housing","Housing",2012,522728000,226.596,714140716
"896","Federal Grants and Contracts--Categorical","Health","Health",2012,420758000,226.596,574831307
"897","Federal Grants and Contracts--Categorical","Libraries","Libraries",2012,0,226.596,0
"898","Federal Grants and Contracts--Categorical","City University","City University",2012,0,226.596,0
"899","State Grants and Contracts--Categorical","General Government","General Government",2012,351598000,226.596,480346275
"900","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2012,70658000,226.596,96531570
"901","State Grants and Contracts--Categorical","Education","Education",2012,8011639000,226.596,10945343682
"902","State Grants and Contracts--Categorical","Social Services","Social Services",2012,1568400000,226.596,2142717243
"903","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2012,4941000,226.596,6750297
"904","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2012,167427000,226.596,228735476
"905","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2012,1296000,226.596,1770570
"906","State Grants and Contracts--Categorical","Housing","Housing",2012,3708000,226.596,5065797
"907","State Grants and Contracts--Categorical","Health","Health",2012,535597000,226.596,731722091
"908","State Grants and Contracts--Categorical","City University","City University",2012,178590000,226.596,243986147
